         124761 function calls (123510 primitive calls) in 1.649 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parse.py:911(urlencode)
        1    0.000    0.000    0.292    0.292 parser.py:103(feed)
        1    0.000    0.000    0.000    0.000 parser.py:112(close)
      138    0.001    0.000    0.001    0.000 parser.py:126(clear_cdata_mode)       
        2    0.028    0.014    0.292    0.146 parser.py:133(goahead)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration) 
      151    0.034    0.000    0.164    0.001 parser.py:300(parse_starttag)
      151    0.005    0.000    0.007    0.000 parser.py:351(check_for_whole_start_tag)
      138    0.012    0.000    0.075    0.001 parser.py:385(parse_endtag)
        1    0.000    0.000    0.002    0.002 parser.py:41(parse)
        1    0.000    0.000    0.002    0.002 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:95(reset)
        2    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.001    0.001 poolmanager.py:229(_new_pool)
        2    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
        1    0.000    0.000    0.001    0.001 poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.001    0.001 poolmanager.py:305(connection_from_context)
        1    0.000    0.000    0.001    0.001 poolmanager.py:330(connection_from_pool_key)
        1    0.000    0.000    0.001    0.001 poolmanager.py:356(connection_from_url)
        1    0.000    0.000    0.000    0.000 poolmanager.py:374(_merge_pool_kwargs)        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
       12    0.000    0.000    0.001    0.000 queue.py:154(get)
        1    0.000    0.000    0.000    0.000 queue.py:245(_init)
       23    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
       11    0.000    0.000    0.000    0.000 queue.py:251(_put)
       11    0.000    0.000    0.000    0.000 queue.py:254(_get)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        4    0.000    0.000    0.009    0.002 re.py:249(compile)
        4    0.000    0.000    0.009    0.002 re.py:288(_compile)
        1    0.000    0.000    0.000    0.000 request.py:134(set_file_position)     
        1    0.000    0.000    0.000    0.000 request.py:189(body_to_chunks)        
        2    0.001    0.000    0.004    0.002 request.py:2488(getproxies_environment)
        1    0.000    0.000    0.000    0.000 request.py:2656(getproxies_registry)  
        1    0.000    0.000    0.002    0.002 request.py:2705(getproxies)
        1    0.000    0.000    0.000    0.000 response.py:240(__init__)
        6    0.000    0.000    0.000    0.000 response.py:244(__len__)
        3    0.000    0.000    0.000    0.000 response.py:247(put)
        2    0.000    0.000    0.000    0.000 response.py:251(get)
        1    0.000    0.000    0.000    0.000 response.py:297(__init__)
        2    0.000    0.000    0.000    0.000 response.py:323(<genexpr>)
        2    0.000    0.000    0.000    0.000 response.py:374(retries)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing) 
        2    0.000    0.000    0.000    0.000 response.py:410(_init_decoder)        
        3    0.000    0.000    0.000    0.000 response.py:429(_decode)
        1    0.000    0.000    0.000    0.000 response.py:537(__init__)
        2    0.000    0.000    0.000    0.000 response.py:597(release_conn)
        1    0.000    0.000    0.000    0.000 response.py:641(_init_length)
        1    0.000    0.000    0.000    0.000 response.py:668(<setcomp>)
        6    0.000    0.000    0.000    0.000 response.py:697(_error_catcher)       
        3    0.000    0.000    0.012    0.004 response.py:753(_fp_read)
        1    0.000    0.000    0.000    0.000 response.py:79(<listcomp>)
        3    0.000    0.000    0.012    0.004 response.py:801(_raw_read)
        2    0.000    0.000    0.013    0.006 response.py:843(read)
        3    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
        3    0.000    0.000    0.013    0.004 response.py:918(stream)
        1    0.000    0.000    0.000    0.000 response.py:959(closed)
        2    0.000    0.000    0.000    0.000 retry.py:198(__init__)
        4    0.000    0.000    0.000    0.000 retry.py:238(<genexpr>)
        1    0.000    0.000    0.000    0.000 retry.py:375(_is_method_retryable)    
        1    0.000    0.000    0.000    0.000 retry.py:383(is_retry)
        1    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)  
        1    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)    
        1    0.000    0.000    0.000    0.000 sessions.py:391(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:453(__enter__)
        1    0.000    0.000    0.000    0.000 sessions.py:456(__exit__)
        1    0.000    0.000    0.004    0.004 sessions.py:459(prepare_request)      
        1    0.000    0.000    1.001    1.001 sessions.py:502(request)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.993    0.993 sessions.py:673(send)
        1    0.000    0.000    0.000    0.000 sessions.py:725(<listcomp>)
        1    0.000    0.000    0.004    0.004 sessions.py:751(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 sessions.py:782(get_adapter)
        1    0.000    0.000    0.000    0.000 sessions.py:796(close)
        2    0.000    0.000    0.000    0.000 sessions.py:801(mount)
        2    0.000    0.000    0.000    0.000 sessions.py:807(<listcomp>)
        3    0.000    0.000    0.000    0.000 sessions.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 sessions.py:91(merge_hooks)
        1    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:302(makefile)
        1    0.000    0.000    0.000    0.000 socket.py:488(_decref_socketios)      
        1    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
        1    0.000    0.000    0.000    0.000 socket.py:498(close)
        1    0.000    0.000    0.000    0.000 socket.py:679(__init__)
        3    0.000    0.000    0.926    0.309 socket.py:691(readinto)
        4    0.000    0.000    0.000    0.000 socket.py:730(readable)
        1    0.000    0.000    0.000    0.000 socket.py:768(close)
        1    0.000    0.000    0.052    0.052 socket.py:938(getaddrinfo)
        2    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)      
       59    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)  
       59    0.000    0.000    0.000    0.000 sre_compile.py:292(_optimize_charset) 
        6    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)        
        6    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)        
       62    0.000    0.000    0.000    0.000 sre_compile.py:447(_simple)
        2    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)      
        1    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 sre_compile.py:560(_compile_info)     
        4    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
        2    0.000    0.000    0.003    0.001 sre_compile.py:622(_code)
        2    0.000    0.000    0.009    0.005 sre_compile.py:783(compile)
       26    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)     
    280/2    0.001    0.000    0.003    0.001 sre_compile.py:87(_compile)
      305    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
      478    0.000    0.000    0.000    0.000 sre_parse.py:161(__len__)
     1537    0.001    0.000    0.001    0.000 sre_parse.py:165(__getitem__)
       63    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
      443    0.000    0.000    0.000    0.000 sre_parse.py:173(append)
   306/29    0.001    0.000    0.001    0.000 sre_parse.py:175(getwidth)
        2    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
      949    0.001    0.000    0.001    0.000 sre_parse.py:234(__next)
      510    0.000    0.000    0.000    0.000 sre_parse.py:250(match)
      667    0.000    0.000    0.001    0.000 sre_parse.py:255(get)
      214    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
       12    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)       
       55    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
       51    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
     52/2    0.000    0.000    0.006    0.003 sre_parse.py:436(_parse_sub)
    221/5    0.002    0.000    0.006    0.001 sre_parse.py:494(_parse)
        2    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       57    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
       26    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
        2    0.000    0.000    0.006    0.003 sre_parse.py:944(parse)
       26    0.000    0.000    0.001    0.000 sre_parse.py:97(closegroup)
        6    0.000    0.000    0.001    0.000 structures.py:40(__init__)
       22    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       25    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        2    0.000    0.000    0.000    0.000 structures.py:60(__len__)
        1    0.000    0.000    0.000    0.000 structures.py:76(copy)
        3    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       23    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
       23    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
       22    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
       22    0.000    0.000    0.000    0.000 threading.py:359(notify)
        6    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        4    0.000    0.000    0.000    0.000 timeout.py:113(__init__)
        3    0.000    0.000    0.000    0.000 timeout.py:130(resolve_default_timeout)
       12    0.000    0.000    0.000    0.000 timeout.py:134(_validate_timeout)     
        1    0.000    0.000    0.000    0.000 timeout.py:176(from_float)
        2    0.000    0.000    0.000    0.000 timeout.py:192(clone)
        1    0.000    0.000    0.000    0.000 timeout.py:206(start_connect)
        3    0.000    0.000    0.000    0.000 timeout.py:231(connect_timeout)       
        1    0.000    0.000    0.000    0.000 timeout.py:249(read_timeout)
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)      
        1    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:390(open)
      265    0.003    0.000    0.012    0.000 tokenize.py:431(_tokenize)
        3    0.000    0.000    0.000    0.000 tokenize.py:614(generate_tokens)      
        1    0.000    0.000    0.008    0.008 tokenize.py:99(_compile)
        1    0.000    0.000    0.000    0.000 types.py:176(__get__)
        1    0.000    0.000    0.000    0.000 typing.py:1016(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
        1    0.000    0.000    0.001    0.001 typing.py:1138(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        1    0.000    0.000    0.001    0.001 typing.py:1147(copy_with)
        2    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)     
        1    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
        1    0.000    0.000    0.000    0.000 typing.py:146(_type_check)
        1    0.000    0.000    0.000    0.000 typing.py:1737(cast)
        1    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)     
        1    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        2    0.000    0.000    0.001    0.000 typing.py:306(inner)
        8    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:947(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:986(__setattr__)
        2    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)      
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        3    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)     
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments) 
        5    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
        4    0.000    0.000    0.000    0.000 url.py:326(<listcomp>)
       12    0.000    0.000    0.000    0.000 url.py:332(_idna_encode)
        1    0.000    0.000    0.000    0.000 url.py:351(_encode_target)
        3    0.000    0.000    0.000    0.000 url.py:369(parse_url)
       12    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 utils.py:1016(get_auth_from_url)      
        4    0.000    0.000    0.000    0.000 utils.py:1032(check_header_validity)  
        8    0.000    0.000    0.000    0.000 utils.py:1043(_validate_header_part)  
        1    0.000    0.000    0.002    0.002 utils.py:112(proxy_bypass)
        1    0.000    0.000    0.002    0.002 utils.py:199(get_netrc_auth)
        3    0.000    0.000    0.000    0.000 utils.py:206(<genexpr>)
        7    0.000    0.000    0.000    0.000 utils.py:340(to_key_val_list)
       13    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 utils.py:513(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 utils.py:538(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 utils.py:580(iter_slices)
        1    0.000    0.000    0.000    0.000 utils.py:635(unquote_unreserved)      
        1    0.000    0.000    0.000    0.000 utils.py:659(requote_uri)
        2    0.000    0.000    0.000    0.000 utils.py:742(set_environ)
        1    0.000    0.000    0.000    0.000 utils.py:76(proxy_bypass_registry)    
        1    0.000    0.000    0.002    0.002 utils.py:764(should_bypass_proxies)   
        1    0.000    0.000    0.000    0.000 utils.py:772(get_proxy)
        1    0.000    0.000    0.004    0.004 utils.py:824(get_environ_proxies)     
        2    0.000    0.000    0.000    0.000 utils.py:836(select_proxy)
        1    0.000    0.000    0.000    0.000 utils.py:889(default_user_agent)      
        1    0.000    0.000    0.000    0.000 utils.py:898(default_headers)
        1    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
        1    0.000    0.000    0.001    0.001 weakref.py:586(__call__)
        1    0.000    0.000    1.003    1.003 webScrapingCSV.py:12(download_html)   
        1    0.003    0.003    0.390    0.390 webScrapingCSV.py:23(scrape_data)     
        1    0.003    0.003    0.006    0.006 webScrapingCSV.py:36(save_to_csv)     
      571    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x00007FFD3FBB3920}
      175    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
    47/11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}   
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}     
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}      
        6    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}   
        1    0.052    0.052    0.052    0.052 {built-in method _socket.getaddrinfo} 
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}        
        3    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}   
     2197    0.002    0.000    0.002    0.000 {built-in method _winapi.LCMapStringEx}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}     
        2    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.__import__} 
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}        
     1476    0.001    0.000    0.004    0.000 {built-in method builtins.any}        
        1    0.000    0.000    0.000    0.000 {built-in method builtins.callable}   
        1    0.000    0.000    0.000    0.000 {built-in method builtins.exec}       
      775    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}    
     1862    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}    
        1    0.000    0.000    0.000    0.000 {built-in method builtins.hash}       
        3    0.000    0.000    0.000    0.000 {built-in method builtins.id}
16263/16259    0.005    0.000    0.007    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass} 
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}       
16986/16675    0.002    0.000    0.003    0.000 {built-in method builtins.len}      
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}     
      191    0.000    0.000    0.000    0.000 {built-in method builtins.max}        
      751    0.000    0.000    0.000    0.000 {built-in method builtins.min}        
      897    0.003    0.000    0.010    0.000 {built-in method builtins.next}       
      393    0.000    0.000    0.000    0.000 {built-in method builtins.ord}        
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}     
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       51    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method io.open_code}        
        2    0.001    0.000    0.001    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}       
     1464    0.118    0.000    0.118    0.000 {built-in method nt._getfinalpathname}      733    0.001    0.000    0.001    0.000 {built-in method nt._getfullpathname} 
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}  
     6596    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
      732    0.001    0.000    0.001    0.000 {built-in method nt.getcwd}
      731    0.034    0.000    0.034    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        3    0.000    0.000    0.000    0.000 {built-in method sys.gettrace}        
        6    0.000    0.000    0.000    0.000 {built-in method sys.settrace}        
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}      
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}   
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}      
        3    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx} 
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x0000020AEECD3BE0}
        3    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x0000020AEE9DE7A0}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x0000020AEE9DDD80}
        1    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}  
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' 
objects}
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' 
objects}
       25    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
     4385    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}   
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.004    0.004    0.004    0.004 {method 'connect' of '_socket.socket' 
objects}
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}     
        3    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}   
      590    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}     
        7    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
       10    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}  
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
    45/44    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}    
      693    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}  
     3151    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}  
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       11    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}   
      201    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}       13    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}      
      117    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
       75    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}    
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
     1890    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}      
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
      542    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}        6    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}   
       28    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}   
      189    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       63    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}    
       12    0.000    0.000    0.013    0.001 {method 'join' of 'bytes' objects}    
     1823    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}      
      153    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}     
      969    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}     
     1472    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}    
     1405    0.007    0.000    0.007    0.000 {method 'match' of 're.Pattern' objects}
       28    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects} 
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       27    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}      
      167    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}      
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}       
       10    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        3    0.000    0.000    0.012    0.004 {method 'read' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        9    0.000    0.000    0.914    0.102 {method 'readline' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        3    0.925    0.308    0.925    0.308 {method 'recv_into' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
     6659    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}   
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}  
        4    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}     
      198    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}    
       19    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}  
       55    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}    
      445    0.002    0.000    0.002    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' 
objects}
        9    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}     
      236    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects} 
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}   
     1485    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}     
      295    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
     6379    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}      186    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}     
        3    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}   
      257    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}     
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       42    0.020    0.000    0.020    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       11    0.000    0.000    0.001    0.000 {method 'writerow' of '_csv.writer' objects}
